,data,cliente,id_produto,descricao,quantidade,valor_und,forma_pag
202,15/04/2025,1.0,858,CANETA SIMPLES,"1,00","6,00",CARTÃO DÉBITO
203,15/04/2025,1.0,307,BATOM MATTE 30 HORAS MAX LOVE,"1,00","9,99",CARTÃO DÉBITO
204,15/04/2025,1.0,803,LAÇO INFANTIL INDIVIDUAL C/ COELHO,"1,00","8,00",CARTÃO DÉBITO
205,15/04/2025,1.0,838,PIJAMA INFANTIL FEMININO,"1,00","28,00",PIX
206,15/04/2025,1.0,859,KIT RELOGIO PULSEIRA/BICO PATO STITCH,"1,00","34,99",PIX
207,15/04/2025,1.0,256,EMBALAGEM PAPEL COM ALÇA/ PRESENTE TAM. PEQ.CROMUS,"1,00","5,00",PIX
208,15/04/2025,1.0,837,CONJ PIJAMA INFANTIL BLUSA ALÇA E CALÇA,"1,00","39,99",CARTÃO CRÉDITO
209,15/04/2025,1.0,838,PIJAMA INFANTIL FEMININO,"1,00","28,00",CARTÃO CRÉDITO
210,15/04/2025,1.0,232,EMBALAGEM PAPEL BOCA PALHAÇO/ PRESENTE TAM. PEQ,"2,00","10,00",CARTÃO CRÉDITO
211,15/04/2025,1.0,852,GUACHE CRIATIVO STITCH,"1,00","80,00",PIX
212,15/04/2025,1.0,46,LAPIS GRAFITE HB STITCH UND,"2,00","3,00",PIX
213,15/04/2025,1.0,20,LAPIS INFINITO STITCH,"1,00","10,00",PIX
214,15/04/2025,1.0,686,EMBALAGEM SACO,"2,00","2,00",PIX
215,15/04/2025,1.0,791,TIARA MAKE STITCH,"1,00","29,99",PIX
216,15/04/2025,1.0,783,CARTELA DE ADESIVOS PERSONAGENS,"1,00","7,00",PIX
217,15/04/2025,1.0,759,GEL HIDRATANTE VIRILHA BABASOUL 280ML,"1,00","25,00",PIX
218,15/04/2025,1.0,850,BOLSA DIVERSAS,"1,00","40,00",PIX
219,15/04/2025,1.0,640,BRACELETE BIJOUX,"1,00","35,00",PIX
220,15/04/2025,1.0,653,PIERCING DE UMBIGO,"1,00","10,00",PIX
221,15/04/2025,1.0,306,GLOSS LIP VOLUMOSO MAX LOVE,"1,00","9,99",PIX
222,15/04/2025,1.0,299,PRIME FACIAL D-PANTENOL,"1,00","10,00",PIX
223,15/04/2025,1.0,18,GLOSS STITCH,"1,00","18,00",CARTÃO CRÉDITO
224,15/04/2025,1.0,763,CARTEIRA INFANTIL PERSONAGENS,"1,00","15,00",CARTÃO CRÉDITO
225,15/04/2025,1.0,457,LAÇO INFANTIL INDIVIDUAL,"1,00","12,99",CARTÃO CRÉDITO
226,15/04/2025,1.0,379,BRILHO LABIAL MORANGUINHO,"1,00","4,00",CARTÃO CRÉDITO
227,15/04/2025,1.0,849,PELUCIA CAPIVARA,"1,00","60,00",CARTÃO CRÉDITO
228,15/04/2025,1.0,325,SOMBRA E BLUSH LOVE RAIN,"1,00","12,00",CARTÃO CRÉDITO
229,15/04/2025,1.0,817,PIRANHA METAL STRASS PEQUENA,"1,00","11,99",DINHEIRO
230,15/04/2025,1.0,628,BRINCO BIJOUX,"1,00","15,00",DINHEIRO
231,15/04/2025,1.0,803,LAÇO INFANTIL INDIVIDUAL C/ COELHO,"2,00","8,00",não checado
232,15/04/2025,1.0,482,XUXINHA COM POMPOM COM 2 INFANTIL,"3,00","5,99",não checado
233,15/04/2025,1.0,797,LIGA DE SILICONE BOLSINHA,"1,00","8,00",não checado
234,15/04/2025,1.0,745,CHAVEIRO LETRAS,"1,00","13,00",não checado
235,15/04/2025,1.0,809,ANEL PARA TRANÇA,"2,00","3,00",CARTÃO CRÉDITO
236,15/04/2025,1.0,684,FIO SEDA CARNAVAL,"1,00","3,00",CARTÃO CRÉDITO
237,16/04/2025,1.0,751,OVO STITCH,"2,00","12,99",DINHEIRO
238,16/04/2025,1.0,492,TUBO LIGA DE SILICONE,"1,00","6,00",DINHEIRO
239,16/04/2025,1.0,33,CANETA APAGAVEL STITCH,"1,00","10,00",DINHEIRO
240,16/04/2025,1.0,36,BORRACHA STITCH SIMPLES,"1,00","5,99",DINHEIRO
241,16/04/2025,1.0,46,LAPIS GRAFITE HB STITCH UND,"1,00","3,00",DINHEIRO
242,16/04/2025,1.0,721,BRINCO FOLHEADO DOURADO,"1,00","12,00",DINHEIRO
243,16/04/2025,1.0,723,BRINCO FOLHEADO DOURADO,"1,00","17,99",DINHEIRO
244,16/04/2025,1.0,694,KIT ÓCULOS/PRESILHA/LAÇO INFANTIL,"1,00","16,00",DINHEIRO
245,16/04/2025,1.0,130,RELOGIO DIGITAL INFANTIL LEGO,"1,00","25,00",DINHEIRO
246,16/04/2025,1.0,479,TIARA DE MEIA KIT C/2  BEBÊ,"1,00","15,00",DINHEIRO
247,16/04/2025,1.0,679,TIC TAC KIT C/APLIQUE C/6 INFANTIL,"1,00","13,00",DINHEIRO
248,16/04/2025,1.0,417,CANETA CIS C/ APLIQUE,"1,00","7,00",DINHEIRO
249,16/04/2025,1.0,858,CANETA SIMPLES,"3,00","6,00",DINHEIRO
250,16/04/2025,1.0,600,PIJAMA ADULTO FEMININO,"1,00","45,00",não checado
251,16/04/2025,1.0,692,ESCOVA CABELO STITCH,"1,00","40,00",CARTÃO DÉBITO
252,16/04/2025,1.0,791,TIARA MAKE STITCH,"1,00","29,99",CARTÃO DÉBITO
253,16/04/2025,1.0,723,BRINCO FOLHEADO DOURADO,"1,00","17,99",CARTÃO DÉBITO
254,16/04/2025,1.0,4,LAPIS COM PONTEIRA BORRACHA STITCH,"1,00","5,99",CARTÃO DÉBITO
255,16/04/2025,1.0,504,CONJ.COLAR/PULSEIRA MIÇANGA PINGENTE PERSONAGENS INFANTIL,"2,00","20,00",CARTÃO DÉBITO
256,16/04/2025,1.0,136,LAPIS DE COR BIG C/APONTADOR  LEO&LEO COM 12,"1,00","19,99",CARTÃO DÉBITO
257,16/04/2025,1.0,736,PRESILHA INDIVIDUAL,"1,00","12,99",CARTÃO CRÉDITO
258,16/04/2025,1.0,738,XUXINHA KIT COM 6,"1,00","3,50",CARTÃO CRÉDITO
259,16/04/2025,1.0,103,GLOSS HELLO KITTY,"1,00","13,00",PIX
260,16/04/2025,1.0,149,POSTIT CARTELA HELLO KITTY,"1,00","12,00",PIX
261,16/04/2025,1.0,857,PIRANHA VELUDO GRANDE,"1,00","13,00",PIX
262,16/04/2025,1.0,405,LAÇO RENDA COM PEROLA,"1,00","14,99",PIX
263,16/04/2025,1.0,2,CANETA SIMPLES C/ PONTEIRA,"1,00","5,99",PIX
264,16/04/2025,1.0,94,CANETA 12 CORES HELLO KITTY,"1,00","15,00",PIX
265,16/04/2025,1.0,686,EMBALAGEM SACO,"1,00","2,00",PIX
266,16/04/2025,1.0,567,ACESS. PROMOÇÃO FEMININO,"2,00","5,00",CARTÃO CRÉDITO
267,16/04/2025,1.0,51,RELOGIO STITCH MUSICAL,"2,00","50,00",PIX
268,16/04/2025,1.0,18,GLOSS STITCH,"1,00","18,00",PIX
269,16/04/2025,1.0,28,CANETA 12 CORES STITCH,"1,00","15,00",PIX
