data,cliente,id_produto,descricao,quantidade,valor_und,forma_pag
05/08/2025,1.0,861,AGUA MICELAR STITCH,"1,00","10,00",CARTÃO DÉBITO
05/08/2025,1.0,863,HIDRATANTE CORPO E MÃOS STITCH,"1,00","15,00",CARTÃO DÉBITO
05/08/2025,1.0,862,SABONETE LIQUIDO FACIAL STITCH,"1,00","10,00",CARTÃO DÉBITO
06/08/2025,1.0,826,COLAR CORDÃO AMIZADE C/2,"1,00","8,00",PIX DIRETO
06/08/2025,1.0,746,KIT MANICURE,"1,00","35,00",CARTÃO DÉBITO
06/08/2025,1.0,732,KIT TIC TAC ORGANICO GRANDE C/2,"1,00","8,00",CARTÃO DÉBITO
06/08/2025,1.0,776,KIT PIRANHA INFANTIL C/2 UND PROMOÇÃO,"1,00","6,00",CARTÃO DÉBITO
06/08/2025,1.0,521,BICO PATO METAL C/4,"1,00","12,99",CARTÃO DÉBITO
06/08/2025,1.0,537,PIRANHA PEQUENA,"1,00","5,99",CARTÃO DÉBITO
06/08/2025,1.0,315,LAPIS SOBRANCELHA SAFIRA,"1,00","5,00",CARTÃO DÉBITO
06/08/2025,1.0,914,BATOM MATTE LIQUIDO SARAH'S BEAUTY,"1,00","10,00",CARTÃO DÉBITO
06/08/2025,1.0,34,MARCA TEXTO EM GEL STITCH PROMOÇÃO,"1,00","15,00",DINHEIRO
06/08/2025,1.0,1100,LABUBU CHAVEIRO SEM ROUPA,"1,00","60,00",PIX
06/08/2025,1.0,1103,POTE MINI XUXINHA SIMPLES INFANTIL,"2,00","10,00",PIX
06/08/2025,1.0,592,MOCHILA INDIVIDUAL INFANTIL PERSONAGENS PROMOÇÃO,"1,00","110,00",PIX
06/08/2025,1.0,953,BOBBIE GOODS CAPIVARA GRANDE,"1,00","30,00",PIX
06/08/2025,1.0,494,ELASTICO BOX OU BABY SIZE,"1,00","14,99",PIX
06/08/2025,1.0,1069,SQUISHY GATO GRANDE,"1,00","21,99",PIX
06/08/2025,1.0,686,EMBALAGEM SACO,"1,00","2,00",PIX
06/08/2025,1.0,686,EMBALAGEM SACO,"1,00","2,00",DINHEIRO
07/08/2025,1.0,826,COLAR CORDÃO AMIZADE C/2,"1,00","8,00",DINHEIRO
07/08/2025,1.0,244,CORDAO CHAVEIRO VARIADOS PROMOÇÃO,"1,00","3,00",DINHEIRO
07/08/2025,1.0,1057,ESTOJO CAPIVARA ROSTINHO3D PELÚCIA,"2,00","20,00",PIX
07/08/2025,1.0,1094,SQUISHY JOGUINHO,"1,00","15,00",PIX
07/08/2025,1.0,958,CAPIVARA PULSEIRA PELUCIA PEQUENA,"1,00","49,99",PIX
07/08/2025,1.0,547,PIRANHA GRANDE,"1,00","12,00",PIX
07/08/2025,1.0,501,PULSEIRA MIÇANGAS KIT COM 3,"1,00","8,00",PIX
07/08/2025,1.0,548,PIRANHA GRANDE,"1,00","15,00",PIX
07/08/2025,1.0,900,BATOM CLASSIC LIPSTICK,"1,00","8,00",PIX
07/08/2025,1.0,1097,MAQUINA CORTE CABELO,"1,00","25,00",CARTÃO DÉBITO
07/08/2025,1.0,982,BOLSA PELÚCIA CABEÇA CAPIVARA COM ALÇA TIRA COLO PEQUENA,"1,00","35,00",CARTÃO DÉBITO
07/08/2025,1.0,686,EMBALAGEM SACO,"1,00","2,00",CARTÃO DÉBITO
07/08/2025,1.0,745,CHAVEIRO LETRAS,"1,00","7,00",PIX
07/08/2025,1.0,679,KIT TIC TAC INFANTIL C/APLIQUE C/6 UND,"1,00","9,00",PIX
07/08/2025,1.0,50,ESTOJO PELUCIA STITCH,"1,00","15,00",PIX DIRETO
07/08/2025,1.0,46,LAPIS GRAFITE HB STITCH UND,"2,00","3,00",PIX DIRETO
07/08/2025,1.0,33,CANETA APAGAVEL STITCH,"1,00","10,00",PIX DIRETO
07/08/2025,1.0,22,LAPIS INFINITO C/ PONTEIRA STITCH,"1,00","9,00",PIX DIRETO
07/08/2025,1.0,36,BORRACHA STITCH SIMPLES,"1,00","5,99",PIX DIRETO
07/08/2025,1.0,753,LIP OIL STITCH SWETT,"1,00","9,99",PIX DIRETO
07/08/2025,1.0,715,KIT MIÇANGAS INFANTIL,"1,00","29,99",PIX
07/08/2025,1.0,993,BORRACHA C/ MALETA,"1,00","15,00",PIX
07/08/2025,1.0,197,COLA BASTAO BICHINHOS DIVERSOS,"1,00","5,00",CARTÃO CRÉDITO
07/08/2025,1.0,1106,GARRAFA TERMICA 350 ML (REF. TS8803),"1,00","50,00",DINHEIRO
07/08/2025,1.0,112,LAPIS DE COR KAZ COM 12,"1,00","8,00",CARTÃO CRÉDITO
07/08/2025,1.0,881,BOBBIE GOODS DIVERSOS,"1,00","20,00",CARTÃO CRÉDITO
07/08/2025,1.0,116,CANETINHA HIDROGRAFICA KAZC/12,"1,00","10,00",CARTÃO CRÉDITO
07/08/2025,1.0,1083,KIT TOUCH 14PCS PONTA DUPLA,"1,00","28,00",CARTÃO CRÉDITO
07/08/2025,1.0,16,APONTADOR DUPLO STITCH,"1,00","7,99",CARTÃO CRÉDITO
07/08/2025,1.0,764,CARTEIRA JUVENIL MARCAS,"1,00","25,00",CARTÃO CRÉDITO
08/08/2025,1.0,1082,PERFUME INSPIRAÇÃO FRAGANCIAS DIVERSAS,"1,00","29,99",PIX
08/08/2025,1.0,725,BRINCO FOLHEADO DOURADO,"1,00","35,00",PIX
08/08/2025,1.0,626,BRINCO BIJOUX,"1,00","10,00",DINHEIRO
08/08/2025,1.0,1075,DIÁRIO CAPA 3D PERSOMAGENS COM CADEADO,"1,00","40,00",PIX
08/08/2025,1.0,1054,CONJ PIJAMA PREMIUM ADULTO,"1,00","90,00",PIX
08/08/2025,1.0,255,SACOLA DE PAPEL P/ PRESENTE STITCH,"1,00","8,00",PIX
08/08/2025,1.0,686,EMBALAGEM SACO,"2,00","2,00",PIX
08/08/2025,1.0,1057,ESTOJO CAPIVARA ROSTINHO3D PELÚCIA,"1,00","20,00",PIX
08/08/2025,1.0,839,LAÇO BICO PATO C/2 UND STITCH,"1,00","13,00",PIX
08/08/2025,1.0,103,GLOSS HELLO KITTY DUPLO,"1,00","9,99",PIX
08/08/2025,1.0,262,CADERNO INTELIGENTE 10 DISCOS,"1,00","50,00",CARTÃO CRÉDITO
08/08/2025,1.0,788,REFIL CADERNO INTELIGENTE 10 DISCOS,"1,00","15,00",CARTÃO CRÉDITO
08/08/2025,1.0,305,GLOSS LIP VOLUMOSO MENTOL,"1,00","10,00",PIX
08/08/2025,1.0,932,MOCHILA COSTA AÇO,"1,00","190,00",DINHEIRO
08/08/2025,1.0,314,LAPIS BATOM UNI,"1,00","15,00",CARTÃO CRÉDITO
08/08/2025,1.0,901,MASCARA PARA CILIOS A PROVA D'AGUA FEBELLA,"1,00","10,00",PIX
08/08/2025,1.0,336,DELENIADOR OLHO VIVAI,"1,00","10,00",PIX
08/08/2025,1.0,679,KIT TIC TAC INFANTIL C/APLIQUE C/6 UND,"1,00","9,00",PIX
08/08/2025,1.0,377,BRILHO PRINCESA INFANTIL,"1,00","5,00",PIX
08/08/2025,1.0,235,SACOLA DE PAPEL P/ PRESENTE COM ALÇA PEQ,"1,00","7,00",PIX
08/08/2025,1.0,1074,RELOGIO DIGITAL PROJETOR PERSONAGENS,"1,00","30,00",PIX
08/08/2025,1.0,779,KIT LIVRO COLORIR STITCH C/7 PÇS MASSA DE MODELAR,"1,00","45,00",PIX
08/08/2025,1.0,874,EMBALAGEM PLÁSTICA TRANSPARENTE GG,"1,00","9,00",PIX
08/08/2025,1.0,680,SQUISHY STITCH,"1,00","22,00",PIX
08/08/2025,1.0,306,GLOSS LIP VOLUMOSO MAX LOVE,"1,00","10,00",PIX
08/08/2025,1.0,352,UNHA POSTIÇA DECORADA,"1,00","9,99",PIX
08/08/2025,1.0,315,LAPIS SOBRANCELHA SAFIRA,"1,00","5,00",PIX
08/08/2025,1.0,352,UNHA POSTIÇA DECORADA,"1,00","9,99",PIX
08/08/2025,1.0,876,COLA TEK BOND 793 20GR,"1,00","12,00",PIX
08/08/2025,1.0,1103,POTE MINI XUXINHA SIMPLES INFANTIL,"1,00","10,00",CARTÃO DÉBITO
08/08/2025,1.0,317,KIT MAQUIAGEM  LOVE COLORS,"1,00","25,00",CARTÃO DÉBITO
08/08/2025,1.0,1119,SQUISHY BOLHA DE AR HELLO KITTY,"1,00","19,99",CARTÃO DÉBITO
08/08/2025,1.0,18,GLOSS STITCH,"1,00","18,00",CARTÃO DÉBITO
08/08/2025,1.0,25,CANETA 4 CORES C/ LANTERNA STITCH,"1,00","15,00",CARTÃO DÉBITO
08/08/2025,1.0,1113,GELELÉ SLIME TUBO HELLO KITTY,"1,00","14,99",DINHEIRO
08/08/2025,1.0,835,SQUISHY PERSONAGENS,"1,00","15,99",DINHEIRO
08/08/2025,1.0,27,CANETA STITCH CABECAO,"1,00","15,00",DINHEIRO
08/08/2025,1.0,486,KIT XUXINHA INFANTIL C/ 2 E 1 TIC TAC,"1,00","4,99",DINHEIRO
08/08/2025,1.0,1117,LIP GLOSS STITCH CADEADO,"1,00","15,00",DINHEIRO
08/08/2025,1.0,1082,PERFUME INSPIRAÇÃO FRAGANCIAS DIVERSAS,"1,00","29,99",CARTÃO CRÉDITO
09/08/2025,1.0,1115,SQUISHY HÉROIS,"1,00","15,99",DINHEIRO
09/08/2025,1.0,715,KIT MIÇANGAS INFANTIL,"1,00","29,99",DINHEIRO
09/08/2025,1.0,103,GLOSS HELLO KITTY DUPLO,"1,00","9,99",DINHEIRO
09/08/2025,1.0,1081,BRINQUEDO JOGO DE MAO DE PLASTICO,"1,00","12,99",DINHEIRO
09/08/2025,1.0,442,CHAVEIROS DIVERSOS PEQUENOS,"1,00","12,00",DINHEIRO
09/08/2025,1.0,686,EMBALAGEM SACO,"2,00","2,00",DINHEIRO
09/08/2025,1.0,903,LIP GLOSS MATTE MISS ROYAL,"1,00","10,00",PIX DIRETO
09/08/2025,1.0,1107,GARRAFA TERMICA 350 ML SPORT BOTTLE,"1,00","59,98",DINHEIRO
09/08/2025,1.0,236,SACOLA DE PAPEL P/ PRESENTE COM ALÇA MED,"1,00","10,99",DINHEIRO
09/08/2025,1.0,1125,BOLSA INFANTIL PERSONAGENS MOCHILA TAM. P,"1,00","39,99",CARTÃO DÉBITO
09/08/2025,1.0,233,SACOLA DE PAPEL P/ PRESENTE BOCA PALHAÇO MED,"1,00","12,00",CARTÃO DÉBITO
09/08/2025,1.0,630,BRINCO BIJOUX,"1,00","15,99",CARTÃO DÉBITO
09/08/2025,1.0,1108,GARRAFA TERMICA 600 ML P/ ESPORTES,"1,00","47,99",PIX
09/08/2025,18.0,427,POLCHETE MASCULINA,"1,00","34,99",DINHEIRO
09/08/2025,1.0,1020,BICO PATO METAL C/3,"1,00","11,00",CARNÊ
09/08/2025,1.0,520,BICO PATO METAL C/2,"1,00","10,00",CARNÊ
09/08/2025,1.0,546,PIRANHA MÉDIA,"2,00","9,99",CARNÊ
11/08/2025,1.0,520,BICO PATO METAL C/2,"1,00","10,00",PIX
11/08/2025,1.0,982,BOLSA PELÚCIA CABEÇA CAPIVARA COM ALÇA TIRA COLO PEQUENA,"1,00","35,00",PIX
11/08/2025,1.0,73,CHAVEIRO STITCH 3D,"1,00","19,99",PIX
11/08/2025,1.0,29,CANETA C/ CABECA E GLITTER STITCH,"1,00","15,00",PIX
11/08/2025,1.0,769,TESOURA STITCH,"1,00","17,00",PIX
11/08/2025,1.0,46,LAPIS GRAFITE HB STITCH UND,"1,00","3,00",PIX
11/08/2025,1.0,22,LAPIS INFINITO C/ PONTEIRA STITCH,"1,00","9,00",PIX
11/08/2025,1.0,993,BORRACHA C/ MALETA,"1,00","15,00",PIX
11/08/2025,1.0,680,SQUISHY STITCH,"1,00","22,00",PIX
11/08/2025,1.0,36,BORRACHA STITCH SIMPLES,"1,00","5,99",PIX
11/08/2025,1.0,1088,CAMISA MASCULINA POLO,"2,00","65,00",CARTÃO CRÉDITO
11/08/2025,1.0,1053,CONJ PIJAMA PREMIUM INFANTIL,"1,00","75,00",CARTÃO CRÉDITO
11/08/2025,1.0,1075,DIÁRIO CAPA 3D PERSOMAGENS COM CADEADO,"1,00","40,00",CARTÃO CRÉDITO
11/08/2025,1.0,1051,CANETA LUXO,"1,00","11,99",CARTÃO CRÉDITO
11/08/2025,1.0,484,KIT XUXINHA SIMPLES FINA INFANTIL C/6,"1,00","3,00",CARTÃO CRÉDITO
11/08/2025,1.0,226,SACO PRESENTE,"1,00","1,99",CARTÃO CRÉDITO
11/08/2025,1.0,828,KIT FLOR PIRANHA/XUXINHA/ELASTICO,"1,00","25,00",PIX
11/08/2025,1.0,953,BOBBIE GOODS CAPIVARA GRANDE,"1,00","30,00",PIX
11/08/2025,1.0,968,CONJ PIJAMA ADULTO STITCH DE MANGAS E CALÇA COMPRIDA,"1,00","79,99",PIX
11/08/2025,1.0,582,BOLSA T60 ESPORTIVA,"1,00","45,00",PIX
11/08/2025,1.0,315,LAPIS SOBRANCELHA SAFIRA,"1,00","5,00",PIX
11/08/2025,1.0,74,CHAVEIRO MEDIO STITCH,"1,00","18,00",DINHEIRO
11/08/2025,1.0,753,LIP OIL STITCH SWETT,"1,00","9,99",DINHEIRO
11/08/2025,1.0,491,LIGA DE SILICONE,"1,00","4,99",DINHEIRO
11/08/2025,1.0,455,LAÇO INFANTIL INDIVIDUAL (PROMOÇÃO),"1,00","8,00",DINHEIRO
11/08/2025,1.0,914,BATOM MATTE LIQUIDO SARAH'S BEAUTY,"1,00","10,00",DINHEIRO
11/08/2025,1.0,933,CANETA BRANCA DE GIZ LIQUIDO,"1,00","8,00",CARTÃO DÉBITO
11/08/2025,1.0,898,LIP GLOSS STITCH SPINE,"1,00","15,00",CARTÃO DÉBITO
12/08/2025,1.0,827,BOLSA DE VIAGEM IMPERMEAVEL MULTIFUNCIONAL,"1,00","50,00",PIX
12/08/2025,1.0,310,LAPIS DELENIADOR OLHO RETRATIL RUBY ROSE,"1,00","12,00",PIX
12/08/2025,1.0,547,PIRANHA GRANDE,"1,00","12,00",não checado
12/08/2025,1.0,460,KIT LAÇO INFANTIL C/ 2 UND,"2,00","12,00",CARTÃO DÉBITO
12/08/2025,1.0,226,SACO PRESENTE,"2,00","1,99",CARTÃO DÉBITO
12/08/2025,10.0,573,BOLSA TRANSVERSAL BOBO PEQ,"1,00","100,00",CARTÃO CRÉDITO
12/08/2025,10.0,960,CHAVEIRO CAPIVARA GRANDE,"1,00","19,99",CARTÃO CRÉDITO
12/08/2025,1.0,379,BRILHO LABIAL MORANGUINHO,"1,00","5,00",CARNÊ
12/08/2025,1.0,548,PIRANHA GRANDE,"1,00","15,00",DINHEIRO
12/08/2025,1.0,736,PRESILHA INDIVIDUAL,"1,00","13,00",DINHEIRO
12/08/2025,1.0,460,KIT LAÇO INFANTIL C/ 2 UND,"1,00","12,00",DINHEIRO
12/08/2025,1.0,976,KIT LAÇO INFANTIL PEQ C/ 3 UND PROMOÇÃO,"1,00","13,00",DINHEIRO
12/08/2025,1.0,514,PROMOÇÃO KIT LAÇO DE RENDA PEQ C/ 2 UND,"1,00","5,99",DINHEIRO
12/08/2025,1.0,900,BATOM CLASSIC LIPSTICK,"1,00","8,00",DINHEIRO
12/08/2025,1.0,1103,POTE MINI XUXINHA SIMPLES INFANTIL,"1,00","10,00",PIX
12/08/2025,1.0,1085,CUECAS KIT COM 3 UNIDADES JUVENIL,"3,00","50,00",DINHEIRO
12/08/2025,1.0,3,LAPIS POLY 2.0,"1,00","5,00",CARTÃO CRÉDITO
12/08/2025,1.0,416,CANETA LUXO C/ PONTEIRA,"1,00","10,00",CARTÃO CRÉDITO
12/08/2025,1.0,670,RECARGA PONTA 2.0 POLY KAZ,"1,00","3,00",CARTÃO CRÉDITO
12/08/2025,1.0,150,BORRACHA RETRATIL CAPIVARA,"1,00","10,00",CARTÃO DÉBITO
13/08/2025,1.0,1125,BOLSA INFANTIL PERSONAGENS MOCHILA TAM. P,"1,00","39,99",PIX
13/08/2025,1.0,161,LAPIS INFINITO CAPIVARA,"1,00","13,00",CARTÃO DÉBITO
13/08/2025,1.0,898,LIP GLOSS STITCH SPINE,"1,00","15,00",CARTÃO DÉBITO
13/08/2025,1.0,161,LAPIS INFINITO CAPIVARA,"1,00","13,00",CARTÃO DÉBITO
13/08/2025,1.0,686,EMBALAGEM SACO,"1,00","2,00",CARTÃO DÉBITO
13/08/2025,1.0,881,BOBBIE GOODS DIVERSOS,"1,00","20,00",CARTÃO DÉBITO
13/08/2025,1.0,992,CANETA LABUBU,"1,00","12,00",CARTÃO DÉBITO
13/08/2025,1.0,1119,SQUISHY BOLHA DE AR HELLO KITTY,"1,00","19,99",CARTÃO DÉBITO
13/08/2025,4.0,1119,SQUISHY BOLHA DE AR HELLO KITTY,"1,00","19,99",PIX
13/08/2025,1.0,935,DELINEADOR VIP VIVAI,"1,00","10,00",PIX DIRETO
13/08/2025,1.0,1034,KIT TIC TAC ADULTO C/2,"2,00","2,00",PIX DIRETO
13/08/2025,1.0,514,PROMOÇÃO KIT LAÇO DE RENDA PEQ C/ 2 UND,"1,00","5,99",PIX
13/08/2025,1.0,1019,BICO PATO METAL C/3,"1,00","13,00",PIX
13/08/2025,1.0,958,CAPIVARA PULSEIRA PELUCIA PEQUENA,"1,00","49,99",CARTÃO CRÉDITO
13/08/2025,1.0,1083,KIT TOUCH 14PCS PONTA DUPLA,"1,00","28,00",CARTÃO CRÉDITO
13/08/2025,1.0,881,BOBBIE GOODS DIVERSOS,"1,00","20,00",CARTÃO CRÉDITO
13/08/2025,1.0,236,SACOLA DE PAPEL P/ PRESENTE COM ALÇA MED,"1,00","10,99",CARTÃO CRÉDITO
14/08/2025,1.0,490,TUBO LIGA DE SILICONE,"1,00","3,00",DINHEIRO
14/08/2025,1.0,372,BASE MATE PHALLEBEAUTY,"1,00","30,00",CARTÃO DÉBITO
14/08/2025,1.0,760,CORRETIVO LUA E NEVE,"2,00","9,99",CARTÃO DÉBITO
14/08/2025,1.0,725,BRINCO FOLHEADO DOURADO,"1,00","35,00",CARTÃO DÉBITO
14/08/2025,1.0,624,COLAR BIJOUX,"1,00","20,00",CARTÃO DÉBITO
14/08/2025,1.0,1119,SQUISHY BOLHA DE AR HELLO KITTY,"1,00","19,99",DINHEIRO
14/08/2025,1.0,1069,SQUISHY GATO GRANDE,"1,00","21,99",DINHEIRO
14/08/2025,1.0,500,PULSEIRA CORDÃO AJUSTAVEL,"1,00","4,99",DINHEIRO
14/08/2025,1.0,1094,SQUISHY JOGUINHO,"1,00","15,00",PIX
14/08/2025,1.0,1131,CONJ PIJAMA ADULTO FEMININO CANELADO,"1,00","40,00",DINHEIRO
14/08/2025,1.0,178,BORRACHA TANQUE,"1,00","15,00",DINHEIRO
14/08/2025,1.0,1119,SQUISHY BOLHA DE AR HELLO KITTY,"1,00","19,99",DINHEIRO
14/08/2025,1.0,103,GLOSS HELLO KITTY DUPLO,"2,00","9,99",CARTÃO CRÉDITO
15/08/2025,1.0,1091,SHORT MASCULINO DRY FIT,"1,00","49,99",CARTÃO DÉBITO
15/08/2025,1.0,753,LIP OIL STITCH SWETT,"1,00","9,99",CARTÃO DÉBITO
15/08/2025,1.0,585,MOCHILA FEMININA COM CHAVEIRO POMPOM,"1,00","60,00",CARTÃO DÉBITO
15/08/2025,1.0,393,TOUCA CETIM COM REGULADOR,"1,00","11,99",CARTÃO DÉBITO
15/08/2025,1.0,235,SACOLA DE PAPEL P/ PRESENTE COM ALÇA PEQ,"1,00","7,00",PIX
15/08/2025,1.0,448,PLANNER SEMANAL,"1,00","13,00",PIX
15/08/2025,1.0,288,MASCARA FACIAL MAX LOVE SKINCARE,"2,00","1,99",PIX
15/08/2025,1.0,445,CHAVEIROS EM PROMOÇÃO,"1,00","7,00",PIX
15/08/2025,1.0,1056,CHAVEIROS EM PROMOÇÃO,"1,00","5,00",PIX
15/08/2025,1.0,999,PIRANHA ACETATO PEQUENA,"1,00","10,99",DINHEIRO
15/08/2025,1.0,378,MINI BATOM FRUTAS INFANTIL,"1,00","3,00",DINHEIRO
15/08/2025,1.0,887,CONJ PIJAMA FEMININO AMERICANO DE MANGAS CURTA E SHORT,"1,00","65,00",PIX
15/08/2025,1.0,575,BOLSA LACE LORE LUXO,"1,00","130,00",CARTÃO DÉBITO
15/08/2025,1.0,982,BOLSA PELÚCIA CABEÇA CAPIVARA COM ALÇA TIRA COLO PEQUENA,"1,00","35,00",CARTÃO DÉBITO
15/08/2025,1.0,1119,SQUISHY BOLHA DE AR HELLO KITTY,"1,00","19,99",PIX
15/08/2025,1.0,543,PIRANHA METAL PEQUENA,"1,00","10,00",CARTÃO DÉBITO
15/08/2025,1.0,980,KIT BICO PATO LAÇO PEQ INFANTIL C/3 UND,"1,00","7,00",CARTÃO DÉBITO
15/08/2025,1.0,999,PIRANHA ACETATO PEQUENA,"1,00","10,99",CARTÃO DÉBITO
15/08/2025,1.0,443,CHAVEIRO GRANDES DIVERSOS,"2,00","16,00",CARTÃO DÉBITO
15/08/2025,1.0,1058,CANETA PROMOÇÃO C/ PONTEIRA PERSONAGENS,"1,00","5,00",CARTÃO DÉBITO
15/08/2025,1.0,745,CHAVEIRO LETRAS,"1,00","7,00",CARTÃO DÉBITO
16/08/2025,1.0,800,KIT XUXINHA SIMPLES MEDIA COM 2,"1,00","3,00",CARTÃO CRÉDITO
16/08/2025,1.0,800,KIT XUXINHA SIMPLES MEDIA COM 2,"1,00","3,00",CARTÃO CRÉDITO
16/08/2025,1.0,1122,CANETINHAS GLITTER PONTA DUPLA KIT C/ 24 PÇS 48 CORES,"1,00","69,99",DINHEIRO
16/08/2025,1.0,710,TAXA ENTREGA,"1,00","10,00",DINHEIRO
16/08/2025,1.0,426,COPO TERMICO 1.200ML STANLEY,"1,00","99,99",CARTÃO LINK
16/08/2025,1.0,373,GLOSS 3D FEBELLA,"1,00","17,00",CARTÃO LINK
16/08/2025,1.0,515,BICO PATO METAL C/3,"1,00","15,00",CARTÃO LINK
16/08/2025,1.0,393,TOUCA CETIM COM REGULADOR,"1,00","11,99",PIX
16/08/2025,1.0,393,TOUCA CETIM COM REGULADOR,"1,00","11,99",PIX
16/08/2025,1.0,704,KIT FAIXA DE CABELO ELASTICA P/ ESPORTE C/6,"1,00","12,00",PIX
16/08/2025,1.0,661,FAIXA ELASTICA DE CABELO C/DETALHE,"1,00","6,00",PIX
16/08/2025,1.0,808,PIRANHA EXTRA GRANDE QUADRADA,"1,00","11,00",PIX
16/08/2025,1.0,996,KIT MINI PIRANHA ADULTO C/6,"1,00","12,00",PIX
16/08/2025,1.0,377,BRILHO PRINCESA INFANTIL,"1,00","5,00",PIX
16/08/2025,1.0,235,SACOLA DE PAPEL P/ PRESENTE COM ALÇA PEQ,"1,00","7,00",CARTÃO DÉBITO
18/08/2025,1.0,871,CONJ PIJAMA INFANTIL MANGA COMPRIDA E CALÇA P,"1,00","50,00",CARTÃO CRÉDITO
18/08/2025,1.0,268,CADERNO ESPIRAL 1 MATERIA,"1,00","12,99",PIX
18/08/2025,1.0,187,BORRACHA RETRATIL PERSONAGENS DIVERSOS,"1,00","10,00",PIX
18/08/2025,1.0,195,LAPIS GRAFITE HB NARUTO UNID,"2,00","2,00",PIX
18/08/2025,1.0,192,LAPIS GRAFITE NEON HB KAZ UND,"2,00","1,50",PIX
18/08/2025,1.0,1116,GELELÉ SLIME TUBO MY MELODY,"1,00","24,99",CARTÃO DÉBITO
18/08/2025,1.0,958,CAPIVARA PULSEIRA PELUCIA PEQUENA,"1,00","49,99",CARTÃO DÉBITO
18/08/2025,1.0,479,TIARA DE MEIA KIT C/2 BEBÊ,"1,00","15,00",CARTÃO DÉBITO
18/08/2025,1.0,844,BOLSA BAG TRANSVERSAL KIMTINO,"1,00","100,00",DINHEIRO
18/08/2025,1.0,570,BOLSA BAG PEQUENA,"1,00","45,00",DINHEIRO
18/08/2025,1.0,572,BOLSA TRANSVERSAL BOBO GRANDE,"1,00","119,99",DINHEIRO
18/08/2025,1.0,572,BOLSA TRANSVERSAL BOBO GRANDE,"1,00","119,99",CARTÃO CRÉDITO
18/08/2025,1.0,1096,BOLSA MOCHILA PELÚCIA REMOVIVEL HOMEM ARANHA,"1,00","70,00",CARTÃO CRÉDITO
18/08/2025,1.0,236,SACOLA DE PAPEL P/ PRESENTE COM ALÇA MED,"1,00","10,99",CARTÃO CRÉDITO
18/08/2025,1.0,960,CHAVEIRO CAPIVARA GRANDE,"1,00","19,99",CARTÃO DÉBITO
18/08/2025,1.0,863,HIDRATANTE CORPO E MÃOS STITCH,"1,00","15,00",CARTÃO DÉBITO
18/08/2025,1.0,756,MASCARA FACIAL STITCH,"1,00","5,00",CARTÃO DÉBITO
18/08/2025,1.0,416,CANETA LUXO C/ PONTEIRA,"1,00","10,00",CARTÃO DÉBITO
18/08/2025,1.0,243,CAIXA PRESENTE TAM. M,"1,00","11,00",CARTÃO DÉBITO
18/08/2025,1.0,279,GLOSS TEEN (PROMOÇÃO),"1,00","4,99",CARTÃO DÉBITO
18/08/2025,23.0,758,PULSEIRA INFANTILCOM BERLOQUE STITCH,"1,00","23,00",CARTÃO DÉBITO
18/08/2025,23.0,514,PROMOÇÃO KIT LAÇO DE RENDA PEQ C/ 2 UND,"2,00","5,99",CARTÃO DÉBITO
18/08/2025,23.0,1121,BICO PATO E LAÇO TECIDO DECORADO KIT C/3-CHARME,"1,00","14,99",CARTÃO DÉBITO
18/08/2025,23.0,1069,SQUISHY GATO GRANDE,"1,00","21,99",CARTÃO DÉBITO
18/08/2025,1.0,1105,COPO TERMICO SITARAYURI 580ML,"1,00","80,00",CARTÃO CRÉDITO
18/08/2025,1.0,1116,GELELÉ SLIME TUBO MY MELODY,"1,00","24,99",CARTÃO CRÉDITO
18/08/2025,1.0,472,KIT TIC TAC C/6,"1,00","12,00",CARTÃO CRÉDITO
19/08/2025,1.0,618,COLAR COM PEROLAS BIJOUX,"1,00","25,00",não checado
19/08/2025,10.0,1089,CAMISA MASCULINA DRY FIT ADIDAS,"1,00","34,99",DINHEIRO
19/08/2025,10.0,1091,SHORT MASCULINO DRY FIT,"1,00","49,99",DINHEIRO
19/08/2025,10.0,1082,PERFUME INSPIRAÇÃO FRAGANCIAS DIVERSAS,"1,00","29,99",DINHEIRO
19/08/2025,1.0,748,KIT TIC TAC LAÇO FITILHO C/2,"1,00","8,00",CARNÊ
19/08/2025,1.0,502,PULSEIRA INFANTIL COM BERLOQUES,"1,00","10,00",PIX
19/08/2025,1.0,103,GLOSS HELLO KITTY DUPLO,"1,00","9,99",PIX
19/08/2025,1.0,871,CONJ PIJAMA INFANTIL MANGA COMPRIDA E CALÇA P,"1,00","50,00",PIX
19/08/2025,1.0,19,LAPISEIRA STTICH TONS PASTEIS 2.0,"1,00","10,00",PIX
19/08/2025,1.0,166,CARIMBO DIVERTIDO KAZ,"1,00","2,99",PIX
19/08/2025,1.0,165,PASTA CLASSIFICADORA/PLASTICA STITCH,"1,00","10,00",PIX
19/08/2025,1.0,33,CANETA APAGAVEL STITCH,"1,00","10,00",PIX
19/08/2025,1.0,881,BOBBIE GOODS DIVERSOS,"1,00","20,00",PIX
19/08/2025,1.0,670,RECARGA PONTA 2.0 POLY KAZ,"1,00","3,00",PIX
19/08/2025,1.0,23,LAPIS PONTEIRA DE BORRACHA,"1,00","5,99",PIX
19/08/2025,1.0,19,LAPISEIRA STTICH TONS PASTEIS 2.0,"1,00","10,00",PIX
19/08/2025,1.0,150,BORRACHA RETRATIL CAPIVARA,"1,00","10,00",PIX
19/08/2025,1.0,193,LAPIS GRAFITE HB FABER CASTELL UND,"1,00","2,00",PIX
19/08/2025,1.0,173,REFIL CADERNO 8 DISCOS,"1,00","20,00",PIX
