data,cliente,id_produto,descricao,quantidade,valor_und,forma_pag
25/10/2025,1.0,1226,PO COMPACTO MATTE VEGANO MAX LOVE,"1,00","9,99",CARTÃO CRÉDITO
25/10/2025,1.0,226,SACO PRESENTE,"1,00","1,99",CARTÃO CRÉDITO
25/10/2025,1.0,1235,BOLSA PELUCIA STITCH LATERAL,"1,00","75,00",CARTÃO CRÉDITO
25/10/2025,1.0,224,SACO PRESENTE,"1,00","2,99",CARTÃO CRÉDITO
25/10/2025,1.0,953,BOBBIE GOODS CAPIVARA GRANDE,"1,00","30,00",CARTÃO CRÉDITO
25/10/2025,1.0,268,CADERNO ESPIRAL 1 MATERIA,"1,00","12,99",CARTÃO CRÉDITO
25/10/2025,1.0,1393,BRINCO BIJOUX,"1,00","19,99",CARTÃO DÉBITO
25/10/2025,1.0,1224,BASE LIQUIDA C/ FPS 35 ALTA COBERTURA MAX LOVE,"1,00","19,99",CARTÃO DÉBITO
25/10/2025,1.0,1303,CORRETIVO LIQ E ILUMINADOR EM BASTAO PINK 21,"1,00","11,99",CARTÃO DÉBITO
25/10/2025,1.0,328,PO COMPACTO MATTE À PROVA D'AGUA MAX LOVE,"1,00","9,99",CARTÃO DÉBITO
27/10/2025,1.0,633,BRINCO PEDRARIA BIJOUX,"1,00","15,00",PIX
27/10/2025,1.0,835,SQUISHY PERSONAGENS,"1,00","15,99",PIX
27/10/2025,1.0,560,TIARA ADULTO,"1,00","10,00",CARTÃO DÉBITO
27/10/2025,1.0,1294,BOLSA TRANSVERSAL INSP. KIPLING GG,"1,00","89,99",PIX
27/10/2025,1.0,1359,MEIA MASCULINO FLAMENGO,"1,00","25,00",PIX
27/10/2025,1.0,1400,MEIAO INFANTIL DE TIME,"1,00","20,00",CARTÃO DÉBITO
27/10/2025,1.0,1148,KIT LAÇO HALLOWEEN,"1,00","13,00",CARTÃO DÉBITO
27/10/2025,1.0,1374,COLAR CORDÃO,"1,00","17,00",CARTÃO DÉBITO
27/10/2025,1.0,686,EMBALAGEM SACO,"1,00","2,00",CARTÃO DÉBITO
27/10/2025,1.0,1118,PRESILHA GRAMPO PERÓLA PLÁSTICO,"1,00","13,00",CARTÃO CRÉDITO
27/10/2025,1.0,644,ANEL BIJOUX,"1,00","20,00",CARTÃO CRÉDITO
27/10/2025,1.0,1291,MEIA FEMININA CANO NORMAL 100% ALGODAO 1 PAR,"2,00","5,00",CARTÃO CRÉDITO
27/10/2025,1.0,934,PO FACIAL FINALIZADOR VEGANO VIVAI,"1,00","10,00",CARTÃO CRÉDITO
27/10/2025,1.0,1286,ESTOJO NECESSAIRE GRANDE,"1,00","28,00",PIX
27/10/2025,1.0,91,ENTREGA,"1,00","7,00",PIX
27/10/2025,1.0,1405,LIGA DE SILICONE BOLSINHA,"1,00","2,99",PIX DIRETO
27/10/2025,1.0,563,BICO PATO INFANTIL PROMOÇÃO,"1,00","4,99",PIX DIRETO
27/10/2025,1.0,529,KIT TIC TAC COM BRILHO C/6 UND,"1,00","8,00",PIX DIRETO
27/10/2025,1.0,471,KIT TIC TAC INFANTIL PEQ C/3 UND,"1,00","6,00",PIX DIRETO
27/10/2025,1.0,1401,KIT ACESSORIOS INFANTIL,"1,00","9,99",PIX DIRETO
27/10/2025,1.0,555,XUXINHA INDIVIDUAL ADULTO,"1,00","6,00",PIX DIRETO
27/10/2025,1.0,538,PIRANHA FLOR PEQUENA,"1,00","8,00",CARTÃO CRÉDITO
27/10/2025,1.0,1340,FINI DENTADURA 15GR,"1,00","2,00",CARTÃO CRÉDITO
28/10/2025,1.0,473,TIARA DE MEIA INDIVIDUAL BEBÊ,"1,00","5,00",PIX
28/10/2025,1.0,1350,TIARA DE MEIA INDIVIDUAL BEBÊ,"1,00","7,00",PIX
28/10/2025,1.0,1350,TIARA DE MEIA INDIVIDUAL BEBÊ,"1,00","7,00",PIX
28/10/2025,1.0,473,TIARA DE MEIA INDIVIDUAL BEBÊ,"1,00","5,00",PIX
28/10/2025,1.0,734,UNHA POSTIÇA LISA BAILARINA,"1,00","11,99",CARTÃO DÉBITO
28/10/2025,1.0,1339,FINI BEIJOS 15GR,"1,00","1,99",CARTÃO DÉBITO
28/10/2025,1.0,1011,FAIXA ELASTICA DE CABELO LISA LARGA,"1,00","7,00",CARTÃO DÉBITO
28/10/2025,1.0,732,KIT TIC TAC ORGANICO GRANDE C/2,"1,00","8,00",CARTÃO DÉBITO
28/10/2025,1.0,875,PORTA JOIAS PEQ,"1,00","19,99",CARTÃO DÉBITO
28/10/2025,1.0,1302,CHAVEIRO 3D C/ VERNIZ PERSONAGENS,"1,00","19,99",CARTÃO DÉBITO
28/10/2025,1.0,399,LAÇO CREPE,"1,00","12,99",CARTÃO DÉBITO
28/10/2025,1.0,557,XUXINHA KIT COM 2 RENDA E TECIDO,"1,00","9,99",CARTÃO DÉBITO
28/10/2025,1.0,1032,BICO PATO PEROLA MENTAL C/1 UND,"1,00","5,99",CARTÃO DÉBITO
28/10/2025,1.0,1001,BICO PATO ACETATO C/2 METAL,"1,00","7,00",CARTÃO DÉBITO
28/10/2025,1.0,913,PALETA 3 EM 1 ILUM+BLUSH+CONTORNO BOBBI RARA,"1,00","14,99",CARTÃO DÉBITO
28/10/2025,1.0,903,LIP GLOSS MATTE MISS ROYAL,"1,00","10,00",CARTÃO DÉBITO
28/10/2025,1.0,799,KIT XUXINHA SIMPLES MEDIA INFANTIL C/6,"1,00","4,00",PIX
28/10/2025,1.0,800,KIT XUXINHA SIMPLES MEDIA COM 2,"1,00","3,00",PIX
28/10/2025,1.0,529,KIT TIC TAC COM BRILHO C/6 UND,"1,00","8,00",PIX
28/10/2025,1.0,1240,SQUISHY GRANDES DIVERSOS,"1,00","20,00",PIX
28/10/2025,1.0,232,SACOLA DE PAPEL P/ PRESENTE BOCA PALHAÇO TAM. PEQ,"2,00","5,99",CARTÃO DÉBITO
28/10/2025,1.0,835,SQUISHY PERSONAGENS,"1,00","15,99",CARTÃO DÉBITO
28/10/2025,1.0,542,PIRANHA METAL STRASS MÉDIA,"1,00","13,99",CARTÃO DÉBITO
28/10/2025,1.0,759,GEL HIDRATANTE VIRILHA BABASOUL 280ML,"1,00","24,00",CARTÃO DÉBITO
28/10/2025,4.0,177,BORRACHA CARTELA PERSONAGENS,"1,00","13,00",CARTÃO CRÉDITO
28/10/2025,1.0,684,FIO SEDA COLORIDOS,"1,00","3,00",PIX DIRETO
28/10/2025,1.0,500,PULSEIRA CORDÃO AJUSTAVEL,"2,00","4,99",PIX
28/10/2025,1.0,1331,AMOEBA,"1,00","11,99",PIX
28/10/2025,1.0,370,BASE MATE LOVE RAIN,"1,00","14,99",PIX
28/10/2025,1.0,1226,PO COMPACTO MATTE VEGANO MAX LOVE,"1,00","9,99",PIX
28/10/2025,1.0,370,BASE MATE LOVE RAIN,"1,00","14,99",PIX
29/10/2025,1.0,447,CHAVEIRO TERÇO,"2,00","8,00",PIX
29/10/2025,1.0,560,TIARA ADULTO,"1,00","10,00",PIX
29/10/2025,1.0,1013,TIC TAC PEROLA METAL INDIVIDUAL,"1,00","6,00",PIX
29/10/2025,1.0,815,CHAVEIRO CORAÇÃO,"3,00","5,00",CARTÃO CRÉDITO
29/10/2025,1.0,442,CHAVEIROS DIVERSOS PEQUENOS,"1,00","12,00",CARTÃO CRÉDITO
29/10/2025,1.0,1330,MOLA MALUCA,"1,00","7,00",CARTÃO CRÉDITO
29/10/2025,1.0,1047,CANETA 6 CORES PERSONAGENS,"2,00","15,00",PIX
29/10/2025,1.0,828,KIT FLOR PIRANHA/XUXINHA/ELASTICO,"2,00","25,00",PIX
29/10/2025,1.0,533,BICO PATO LAÇO C/STRASS INDIVUDUAL,"1,00","15,00",PIX
29/10/2025,1.0,1316,PIRANHA METAL PP,"1,00","8,00",PIX
29/10/2025,1.0,235,SACOLA DE PAPEL P/ PRESENTE COM ALÇA PEQ,"1,00","7,00",PIX
29/10/2025,1.0,1115,SQUISHY HÉROIS,"2,00","15,99",DINHEIRO
29/10/2025,1.0,756,MASCARA FACIAL STITCH,"1,00","5,00",DINHEIRO
29/10/2025,1.0,580,BOLSA MALA ESPORTIVA T60,"1,00","80,00",PIX
29/10/2025,1.0,1091,SHORT MASCULINO DRY FIT,"2,00","49,99",CARTÃO CRÉDITO
29/10/2025,1.0,651,PIERCING DE NARIZ,"1,00","5,00",CARTÃO CRÉDITO
29/10/2025,1.0,1299,XUXINHA C/ APLIQUE HELLO KIT,"1,00","9,99",PIX
29/10/2025,1.0,457,LAÇO INFANTIL INDIVIDUAL,"1,00","12,99",PIX
29/10/2025,1.0,815,CHAVEIRO CORAÇÃO,"1,00","5,00",CARTÃO DÉBITO
29/10/2025,1.0,1246,TIARA INFANTIL DE GRIPI,"1,00","14,99",PIX
29/10/2025,1.0,1244,LAÇO INFANTIL DE GRIPI GRANDE,"1,00","15,00",PIX
29/10/2025,1.0,1301,PULSEIRA MIÇANGAS STITCH,"1,00","13,00",PIX
29/10/2025,1.0,484,KIT XUXINHA SIMPLES FINA INFANTIL C/6,"1,00","3,00",PIX
29/10/2025,1.0,877,PIRANHA DE FLOR GRANDE PROMOÇÃO,"1,00","10,00",PIX
29/10/2025,1.0,686,EMBALAGEM SACO,"1,00","2,00",PIX
29/10/2025,1.0,1341,FINI TUBES AZEDINHOS TWISTER 15GR,"1,00","2,00",PIX
29/10/2025,1.0,1207,PO COMPACTO PURE PORCELAIN RUBY ROSE,"1,00","20,00",DINHEIRO
29/10/2025,1.0,1225,GLOSS LIP OIL NUDE 24 HORAS MAXLOVE,"1,00","10,00",DINHEIRO
29/10/2025,1.0,1217,CANETA DELINEADORA PEROLA NEGRA,"1,00","10,00",DINHEIRO
29/10/2025,1.0,1194,LAPIS DE OLHO C/ GLITTER,"1,00","8,00",DINHEIRO
29/10/2025,1.0,1115,SQUISHY HÉROIS,"1,00","15,99",DINHEIRO
29/10/2025,1.0,1348,PIRANHA FLOR PP,"1,00","4,00",DINHEIRO
29/10/2025,1.0,903,LIP GLOSS MATTE MISS ROYAL,"1,00","10,00",DINHEIRO
29/10/2025,1.0,333,GEL PARA SOMBRANCELHA MELU,"1,00","10,00",DINHEIRO
29/10/2025,1.0,333,GEL PARA SOMBRANCELHA MELU,"1,00","10,00",CARTÃO DÉBITO
29/10/2025,1.0,538,PIRANHA FLOR PEQUENA,"1,00","8,00",CARTÃO DÉBITO
30/10/2025,1.0,955,GARRAFA CAPIVARA 800ML,"1,00","25,00",DINHEIRO
30/10/2025,1.0,1011,FAIXA ELASTICA DE CABELO LISA LARGA,"2,00","7,00",CARTÃO DÉBITO
30/10/2025,1.0,310,LAPIS DELENIADOR OLHO RETRATIL RUBY ROSE,"1,00","12,00",CARTÃO DÉBITO
30/10/2025,1.0,1328,LAÇO VELUDO,"1,00","14,00",CARTÃO DÉBITO
30/10/2025,1.0,1084,"RECARGA PONTA 0,7 POLY KAZ","1,00","3,00",não checado
30/10/2025,1.0,758,PULSEIRA INFANTILCOM BERLOQUE STITCH,"1,00","23,00",PIX
30/10/2025,1.0,1015,BICO PATO E GRAMPO METAL KIT C/2,"1,00","9,00",PIX
30/10/2025,1.0,515,BICO PATO METAL C/3,"1,00","15,00",PIX
30/10/2025,1.0,500,PULSEIRA CORDÃO AJUSTAVEL,"2,00","4,99",PIX
30/10/2025,1.0,1001,BICO PATO ACETATO C/2 METAL,"1,00","7,00",PIX
30/10/2025,1.0,1012,BICO PATO ACETATO INDIVIDUAL METAL,"1,00","6,00",PIX
30/10/2025,1.0,500,PULSEIRA CORDÃO AJUSTAVEL,"2,00","4,99",PIX
30/10/2025,1.0,849,PELUCIA CAPIVARA MED 20CM,"1,00","50,00",PIX
30/10/2025,1.0,686,EMBALAGEM SACO,"1,00","2,00",PIX
30/10/2025,1.0,133,ADESIVO TRANSPARENTE KAZ,"1,00","6,00",CARTÃO CRÉDITO
30/10/2025,1.0,1184,MASCARA P/ CILIOS PEEL BANG VOLUMOSO,"1,00","9,99",CARTÃO DÉBITO
30/10/2025,1.0,1117,LIP GLOSS STITCH CADEADO,"1,00","15,00",CARTÃO DÉBITO
30/10/2025,1.0,1363,BOLSA COM CARTEIRA DIVERSAS GRANDE,"1,00","69,99",DINHEIRO
30/10/2025,1.0,1210,COLA CILIOS A PROVA D'AGUA MACRILAN,"1,00","15,00",DINHEIRO
30/10/2025,1.0,355,CILIOS POSTIÇOS 6D,"1,00","10,00",DINHEIRO
30/10/2025,1.0,1359,MEIA MASCULINO FLAMENGO,"1,00","25,00",DINHEIRO
30/10/2025,1.0,1157,CHAVEIRO CAMISA TIME FLAMENGO ACRILICO,"1,00","18,00",DINHEIRO
30/10/2025,1.0,510,KIT PARA CABELO C/ ESCOVA STITCH,"1,00","20,00",DINHEIRO
30/10/2025,1.0,496,TIARA INFANTIL C/ LAÇO,"1,00","12,00",não checado
30/10/2025,1.0,496,TIARA INFANTIL C/ LAÇO,"1,00","12,00",não checado
30/10/2025,1.0,492,TUBO LIGA DE SILICONE,"1,00","5,99",não checado
30/10/2025,1.0,1256,TIARA MIÇANGAS INFANTIL,"1,00","7,99",não checado
30/10/2025,1.0,486,KIT XUXINHA INFANTIL C/ 2 E 1 TIC TAC,"2,00","4,99",não checado
30/10/2025,1.0,1401,KIT ACESSORIOS INFANTIL,"1,00","9,99",não checado
30/10/2025,1.0,461,KIT LAÇO INFANTIL C/ 2 UND,"1,00","9,99",não checado
30/10/2025,1.0,1246,TIARA INFANTIL DE GRIPI,"1,00","14,99",não checado
30/10/2025,1.0,1282,MEIA INFANTIL SOQUETE 4-6 C/ 3 PARES,"1,00","9,99",não checado
30/10/2025,1.0,393,TOUCA CETIM COM REGULADOR,"1,00","11,99",não checado
30/10/2025,1.0,911,PALETA 3 EM 1 ILUM+BLUSH+CONTORNO LABRANCHE,"1,00","19,99",não checado
30/10/2025,1.0,1184,MASCARA P/ CILIOS PEEL BANG VOLUMOSO,"1,00","9,99",não checado
30/10/2025,1.0,1204,PO SOLTO ROSA MOSQUETA FEBELLA,"1,00","9,99",não checado
30/10/2025,1.0,1165,MASCARA DORMIR TIME,"1,00","19,99",não checado
30/10/2025,1.0,1286,ESTOJO NECESSAIRE GRANDE,"1,00","28,00",não checado
30/10/2025,1.0,1393,BRINCO BIJOUX,"1,00","19,99",não checado
30/10/2025,1.0,1391,BRINCO BIJOUX,"1,00","11,99",não checado
31/10/2025,1.0,661,FAIXA ELASTICA DE CABELO C/DETALHE,"1,00","6,00",PIX
31/10/2025,1.0,858,CANETA SIMPLES,"1,00","6,00",PIX
31/10/2025,1.0,319,BOOB TAPE,"1,00","20,00",DINHEIRO
31/10/2025,1.0,500,PULSEIRA CORDÃO AJUSTAVEL,"1,00","4,99",PIX
31/10/2025,1.0,1302,CHAVEIRO 3D C/ VERNIZ PERSONAGENS,"1,00","19,99",PIX
31/10/2025,1.0,1402,KIT MINI PIRANHA DISCO,"1,00","5,00",PIX
31/10/2025,1.0,1003,KIT TIC TAC ADULTO C/2,"1,00","4,00",PIX
31/10/2025,1.0,484,KIT XUXINHA SIMPLES FINA INFANTIL C/6,"1,00","3,00",PIX
31/10/2025,1.0,1348,PIRANHA FLOR PP,"1,00","4,00",PIX
31/10/2025,1.0,496,TIARA INFANTIL C/ LAÇO,"1,00","12,00",PIX
31/10/2025,1.0,481,KIT XUXINHA SIMPLES INFANTIL C/ APLIQUE C/2 UND,"1,00","4,00",PIX
31/10/2025,1.0,686,EMBALAGEM SACO,"1,00","2,00",PIX
31/10/2025,1.0,509,ESPONJA COQUE PENTEADO PEQUENA,"1,00","7,00",PIX
31/10/2025,1.0,484,KIT XUXINHA SIMPLES FINA INFANTIL C/6,"1,00","3,00",CARTÃO DÉBITO
31/10/2025,1.0,484,KIT XUXINHA SIMPLES FINA INFANTIL C/6,"1,00","3,00",CARTÃO DÉBITO
31/10/2025,1.0,1231,ALMOFADA PORTA PESCOÇO,"1,00","30,00",CARTÃO DÉBITO
31/10/2025,1.0,1322,CHAVEIRO STRASS ESTRELA,"1,00","20,00",CARTÃO DÉBITO
31/10/2025,1.0,505,COLAR CORDÃO AMIZADE C/3,"1,00","10,00",CARTÃO DÉBITO
31/10/2025,1.0,150,BORRACHA RETRATIL CAPIVARA,"1,00","10,00",CARTÃO DÉBITO
31/10/2025,1.0,410,LIXA UNHA POLIDORA,"1,00","2,50",PIX
31/10/2025,1.0,743,UNHA POSTICA EM GEL AMENDOADA SABRINA SATO,"1,00","12,00",PIX
01/11/2025,1.0,330,PO FACIAL FINALIZADOR VEGANO MAX LOVE,"1,00","11,00",PIX
01/11/2025,1.0,1392,BRINCO BIJOUX,"1,00","14,99",PIX
01/11/2025,1.0,888,SACOLA DE PAPEL P/ PRESENTE PP,"1,00","4,99",PIX
01/11/2025,1.0,977,KIT TIC TAC INFANTIL C/4 E ELASTICOS PEQ,"1,00","8,99",BANESE
01/11/2025,1.0,1312,CHAVEIRO POMPOM GRANDE,"1,00","8,00",BANESE
01/11/2025,1.0,684,FIO SEDA COLORIDOS,"3,00","3,00",BANESE
01/11/2025,1.0,491,LIGA DE SILICONE,"1,00","4,99",BANESE
01/11/2025,1.0,1405,LIGA DE SILICONE BOLSINHA,"1,00","2,99",BANESE
01/11/2025,1.0,1261,BOLSA TRANSVERSAL BOBO MEDIA,"1,00","109,99",PIX
01/11/2025,1.0,236,SACOLA DE PAPEL P/ PRESENTE COM ALÇA MED,"2,00","10,99",PIX
01/11/2025,1.0,572,BOLSA TRANSVERSAL BOBO GRANDE,"1,00","119,99",PIX
01/11/2025,1.0,1274,BOLSA ESPORTIVA MARCAS GRANDE,"1,00","69,99",CARTÃO CRÉDITO
01/11/2025,1.0,1285,MEIA MASCULINA CANO NORMAL 100% ALGODAO 1 PAR,"1,00","4,99",CARTÃO CRÉDITO
01/11/2025,1.0,1285,MEIA MASCULINA CANO NORMAL 100% ALGODAO 1 PAR,"1,00","4,99",CARTÃO CRÉDITO
01/11/2025,1.0,1116,GELELÉ SLIME TUBO MY MELODY,"1,00","24,99",PIX
01/11/2025,1.0,1415,CARD GAME KPOP,"1,00","2,99",PIX
01/11/2025,1.0,520,BICO PATO METAL C/2,"1,00","10,00",CARTÃO CRÉDITO
01/11/2025,1.0,520,BICO PATO METAL C/2,"1,00","10,00",CARTÃO CRÉDITO
01/11/2025,1.0,521,BICO PATO METAL C/4,"1,00","12,99",CARTÃO CRÉDITO
01/11/2025,1.0,1320,BICO DE PATO ADULTO C/3,"1,00","7,99",CARTÃO CRÉDITO
01/11/2025,1.0,457,LAÇO INFANTIL INDIVIDUAL,"1,00","12,99",CARTÃO CRÉDITO
01/11/2025,1.0,514,PROMOÇÃO KIT LAÇO DE RENDA PEQ C/ 2 UND,"1,00","5,99",CARTÃO CRÉDITO
01/11/2025,1.0,835,SQUISHY PERSONAGENS,"1,00","15,99",não checado
01/11/2025,1.0,1115,SQUISHY HÉROIS,"1,00","15,99",não checado
01/11/2025,1.0,726,BRINCO FOLHEADO DOURADO,"1,00","14,99",PIX
01/11/2025,1.0,981,BRINCO FOLHEADO AÇO,"1,00","14,99",PIX
03/11/2025,1.0,1326,KIT XUXINHA PELUCIA C/6,"2,00","6,00",PIX
03/11/2025,1.0,679,KIT TIC TAC INFANTIL C/APLIQUE C/6 UND,"1,00","9,00",PIX
03/11/2025,1.0,680,SQUISHY STITCH,"1,00","22,00",PIX
03/11/2025,1.0,877,PIRANHA DE FLOR GRANDE PROMOÇÃO,"1,00","10,00",PIX
03/11/2025,1.0,1337,BALA DE GOMA GOMETS,"1,00","1,00",PIX
03/11/2025,1.0,1125,BOLSA INFANTIL PERSONAGENS MOCHILA TAM. P,"1,00","39,99",DINHEIRO
03/11/2025,1.0,1114,SQUISHY PATINHA,"1,00","15,99",DINHEIRO
03/11/2025,1.0,641,BRINCO BIJOUX,"1,00","2,00",PIX DIRETO
03/11/2025,1.0,378,MINI BATOM FRUTAS INFANTIL,"1,00","3,00",DINHEIRO
03/11/2025,1.0,1319,BICO PATO METAL C/2 E 2 MINI PIRANHAS,"1,00","12,00",DINHEIRO
03/11/2025,1.0,1254,MEIA C/ BICHINHO BEBÊ,"1,00","15,00",PIX
03/11/2025,1.0,1349,TIARA DE MEIA INDIVIDUAL BEBÊ,"1,00","13,00",PIX
03/11/2025,1.0,1350,TIARA DE MEIA INDIVIDUAL BEBÊ,"1,00","7,00",PIX
03/11/2025,1.0,1358,SACOLA DE PAPEL P/ PRESENTE MIMO COM ALÇA PEQ,"1,00","7,00",PIX
03/11/2025,1.0,1236,BONE INFANTIL,"1,00","20,00",PIX
03/11/2025,1.0,1068,PIRANHA PLÁSTICO PROMOÇÃO P,"3,00","0,50",não checado
03/11/2025,1.0,1286,ESTOJO NECESSAIRE GRANDE,"1,00","28,00",DINHEIRO
03/11/2025,1.0,1214,LIP GLOSS PICOLE INFANTIL,"1,00","10,00",DINHEIRO
03/11/2025,1.0,520,BICO PATO METAL C/2,"1,00","10,00",DINHEIRO
03/11/2025,1.0,19,LAPISEIRA STTICH TONS PASTEIS 2.0,"1,00","10,00",CARTÃO CRÉDITO
03/11/2025,1.0,203,LAPIS INFINITO C/ APLIQUE PERSONAGENS,"1,00","10,00",CARTÃO CRÉDITO
03/11/2025,1.0,670,RECARGA PONTA 2.0 POLY KAZ,"2,00","3,00",CARTÃO CRÉDITO
03/11/2025,1.0,22,LAPIS INFINITO C/ PONTEIRA STITCH,"1,00","9,00",CARTÃO CRÉDITO
03/11/2025,1.0,192,LAPIS GRAFITE NEON HB KAZ UND,"1,00","1,50",CARTÃO CRÉDITO
03/11/2025,1.0,194,LAPIS GRAFITE HB JUSTICE LEAGUE UNID,"2,00","2,00",CARTÃO CRÉDITO
03/11/2025,1.0,177,BORRACHA CARTELA PERSONAGENS,"1,00","13,00",CARTÃO CRÉDITO
03/11/2025,1.0,22,LAPIS INFINITO C/ PONTEIRA STITCH,"1,00","9,00",CARTÃO CRÉDITO
03/11/2025,1.0,745,CHAVEIRO LETRAS,"1,00","7,00",CARTÃO CRÉDITO
03/11/2025,1.0,471,KIT TIC TAC INFANTIL PEQ C/3 UND,"1,00","6,00",DINHEIRO
03/11/2025,1.0,1020,BICO PATO METAL C/3,"1,00","11,00",DINHEIRO
03/11/2025,1.0,500,PULSEIRA CORDÃO AJUSTAVEL,"1,00","4,99",DINHEIRO
04/11/2025,1.0,602,CONJ PIJAMA INFANTIL BEBÊ MANGA COMPRIDA E CALÇA COMPRIDA,"1,00","50,00",PIX
04/11/2025,1.0,1255,MEIA SOQUETE ADULTO FEMININO C/3 PARES 35-40,"1,00","10,00",PIX
04/11/2025,1.0,360,PÓ FADA ILUMINADOR BELLE ANGEL,"1,00","10,00",CARTÃO DÉBITO
04/11/2025,1.0,1291,MEIA FEMININA CANO NORMAL 100% ALGODAO 1 PAR,"4,00","5,00",PIX
04/11/2025,1.0,520,BICO PATO METAL C/2,"3,00","10,00",PIX
04/11/2025,1.0,646,BOLSA DIVERSAS MEDIA,"1,00","49,99",PIX
04/11/2025,1.0,1191,LENÇO DEMAQUILANTE VAI NA BOLSA,"1,00","5,00",DINHEIRO
04/11/2025,1.0,1221,LAPIS 2 EM 1 LABIAL E SOBRANCELHA,"1,00","5,00",DINHEIRO
04/11/2025,1.0,1192,GLOSS LIP BALM C/ MEL DE ABELHA MAXLOVE,"1,00","10,00",DINHEIRO
04/11/2025,1.0,1182,MASCARA P/ CILIOS PEEL OFF VOL. E ALONGAMENTO,"1,00","10,00",DINHEIRO
04/11/2025,1.0,291,SERUM FACIAL ROSA MOSQUETA 10 EM 1  MAX LOVE,"1,00","10,00",DINHEIRO
04/11/2025,1.0,686,EMBALAGEM SACO,"1,00","2,00",DINHEIRO
04/11/2025,1.0,1133,PIRANHA MÉDIA,"1,00","8,00",CARTÃO CRÉDITO
04/11/2025,1.0,1251,CORDAO PARA CABELO,"1,00","4,99",CARTÃO DÉBITO
04/11/2025,1.0,500,PULSEIRA CORDÃO AJUSTAVEL,"1,00","4,99",CARTÃO DÉBITO
04/11/2025,1.0,1090,CAMISA MASCULINA DRY FIT,"1,00","30,00",DINHEIRO
04/11/2025,1.0,782,PINTURA DIAMANTE PERSONANGENS,"1,00","19,99",CARTÃO CRÉDITO
04/11/2025,1.0,1257,ADESIVO FACE CARNAVAL PEDRAS PEQ,"2,00","5,00",DINHEIRO
04/11/2025,1.0,592,MOCHILA INDIVIDUAL INFANTIL PERSONAGENS PROMOÇÃO,"1,00","110,00",PIX
04/11/2025,1.0,443,CHAVEIRO GRANDES DIVERSOS,"1,00","16,00",PIX
04/11/2025,1.0,1001,BICO PATO ACETATO C/2 METAL,"1,00","7,00",PIX
04/11/2025,1.0,670,RECARGA PONTA 2.0 POLY KAZ,"1,00","3,00",PIX
04/11/2025,1.0,500,PULSEIRA CORDÃO AJUSTAVEL,"3,00","4,99",CARTÃO DÉBITO
04/11/2025,1.0,900,BATOM CLASSIC LIPSTICK,"1,00","8,00",DINHEIRO
04/11/2025,1.0,1077,CONJ PIJAMA INFANTIL BEBÊ MANGAS CURTA E CALÇA COMPRIDA,"1,00","38,00",DINHEIRO
04/11/2025,1.0,686,EMBALAGEM SACO,"1,00","2,00",DINHEIRO
05/11/2025,1.0,309,LAPIS DELENIADOR OLHO RUBY ROSE,"2,00","7,00",CARTÃO CRÉDITO
05/11/2025,1.0,634,BRINCO BIJOUX KIT COM 3 PAR,"1,00","34,00",DINHEIRO
05/11/2025,1.0,1329,MEIA INFANTIL 3D PERSONAGENS FEMININO,"1,00","35,00",CARTÃO CRÉDITO
05/11/2025,1.0,538,PIRANHA FLOR PEQUENA,"1,00","8,00",CARTÃO CRÉDITO
05/11/2025,1.0,747,KIT TIC TAC INFANTIL C/5 E XUXINHAS PEQ,"1,00","9,00",CARTÃO DÉBITO
05/11/2025,1.0,978,"KIT INFANTIL BICO PATO, PIRANHA E XUXINHA PEQ C/4 UND","1,00","9,00",CARTÃO DÉBITO
05/11/2025,1.0,857,PIRANHA VELUDO GRANDE,"1,00","13,00",PIX
05/11/2025,1.0,819,XUXINHA DE MEIA,"1,00","5,00",PIX
05/11/2025,1.0,1161,CHAVEIRO ESCUDO TIME SPFC,"1,00","20,00",PIX
05/11/2025,1.0,131,POSTIT NEON CARTELA,"1,00","10,00",PIX
05/11/2025,1.0,1145,MEIA ADULTO ESPORTIVA ANTI- DERRAPANTE C/01 PAR,"1,00","10,00",PIX
06/11/2025,1.0,1312,CHAVEIRO POMPOM GRANDE,"1,00","8,00",CARTÃO DÉBITO
06/11/2025,1.0,500,PULSEIRA CORDÃO AJUSTAVEL,"1,00","4,99",CARTÃO DÉBITO
06/11/2025,1.0,776,KIT PIRANHA INFANTIL C/2 UND PROMOÇÃO,"2,00","6,00",PIX
06/11/2025,1.0,490,TUBO LIGA DE SILICONE,"2,00","3,00",PIX
06/11/2025,1.0,1252,KIT TIC TAC INFANTIL C/2,"1,00","7,00",PIX
06/11/2025,1.0,462,KIT LAÇO INFANTIL PEQ C/ 2 UND,"1,00","7,00",PIX
06/11/2025,1.0,1346,XUXINHA COM POMPOM APLIQUE STITCH C/ 2 INFANTIL,"1,00","7,00",PIX
06/11/2025,1.0,3,LAPIS POLY 2.0,"1,00","5,00",CARTÃO DÉBITO
06/11/2025,1.0,496,TIARA INFANTIL C/ LAÇO,"1,00","12,00",CARTÃO DÉBITO
06/11/2025,1.0,1290,MEIA SOQUETE JUVENIL 31-35 C/ 3 PARES,"1,00","10,00",PIX
06/11/2025,1.0,704,KIT FAIXA DE CABELO ELASTICA P/ ESPORTE C/6,"1,00","12,00",PIX
06/11/2025,1.0,759,GEL HIDRATANTE VIRILHA BABASOUL 280ML,"1,00","24,00",PIX
07/11/2025,1.0,1299,XUXINHA C/ APLIQUE HELLO KIT,"1,00","9,99",PIX
